reportyear,county_name,strata_level_name_code,strata_level_name,numerator,denominator,rate
2008,San Bernardino,1,Aggravated assault,435,172543,2.52
2008,San Bernardino,2,Forcible rape,63,172543,0.37
2008,San Bernardino,3,Murder and non-negligent manslaughter,5,172543,0.03
2008,San Bernardino,4,Robbery,379,172543,2.2
2008,San Bernardino,5,Violent crime total,882,172543,1.28
2008,Orange,1,Aggravated assault,111,134852,0.82
2008,Orange,1,Aggravated assault,111,18298,6.07
2008,Orange,2,Forcible rape,8,134852,0.06
2008,Orange,2,Forcible rape,8,18298,0.44
2008,Orange,3,Murder and non-negligent manslaughter,1,134852,0.01
2008,Orange,3,Murder and non-negligent manslaughter,1,18298,0.05
2008,Orange,4,Robbery,100,134852,0.74
2008,Orange,4,Robbery,100,18298,5.47
2008,Orange,5,Violent crime total,220,134852,0.41
2008,Orange,5,Violent crime total,220,18298,3.0
2008,Contra Costa,1,Aggravated assault,2,18350,0.11
2008,Contra Costa,4,Robbery,4,18350,0.22
2008,Contra Costa,5,Violent crime total,6,18350,0.08
2008,Glenn,1,Aggravated assault,19,7215,2.63
2008,Glenn,2,Forcible rape,2,7215,0.28
2008,Glenn,3,Murder and non-negligent manslaughter,1,7215,0.14
2008,Glenn,4,Robbery,7,7215,0.97
2008,Glenn,5,Violent crime total,29,7215,1.0
2008,Butte,1,Aggravated assault,137,14563,9.41
2008,Butte,2,Forcible rape,17,14563,1.17
2008,Butte,3,Murder and non-negligent manslaughter,3,14563,0.21
2008,Butte,4,Robbery,30,14563,2.06
2008,Butte,5,Violent crime total,187,14563,3.21
2008,Ventura,1,Aggravated assault,330,186434,1.77
2008,Ventura,2,Forcible rape,21,186434,0.11
2008,Ventura,3,Murder and non-negligent manslaughter,14,186434,0.08
2008,Ventura,4,Robbery,452,186434,2.42
2008,Ventura,5,Violent crime total,817,186434,1.09
2008,San Mateo,1,Aggravated assault,42,37145,1.13
2008,San Mateo,2,Forcible rape,4,37145,0.11
2008,San Mateo,4,Robbery,20,37145,0.54
2008,San Mateo,5,Violent crime total,66,37145,0.45
2008,Monterey,1,Aggravated assault,10,14567,0.69
2008,Monterey,2,Forcible rape,2,14567,0.14
2008,Monterey,4,Robbery,6,14567,0.41
2008,Monterey,5,Violent crime total,18,14567,0.31
2008,Los Angeles,1,Aggravated assault,512,144109,3.55
2008,Los Angeles,2,Forcible rape,55,144109,0.38
2008,Los Angeles,3,Murder and non-negligent manslaughter,5,144109,0.03
2008,Los Angeles,4,Robbery,304,144109,2.11
2008,Los Angeles,5,Violent crime total,876,144109,1.52
2008,Riverside,1,Aggravated assault,10,51556,0.19
2008,Riverside,2,Forcible rape,9,51556,0.17
2008,Riverside,3,Murder and non-negligent manslaughter,3,51556,0.06
2008,Riverside,4,Robbery,42,51556,0.81
2008,Riverside,5,Violent crime total,64,51556,0.31
2008,Riverside,1,Aggravated assault,212,48558,4.37
2008,Riverside,2,Forcible rape,16,48558,0.33
2008,Riverside,3,Murder and non-negligent manslaughter,2,48558,0.04
2008,Riverside,4,Robbery,134,48558,2.76
2008,Riverside,5,Violent crime total,364,48558,1.88
2008,Santa Clara,1,Aggravated assault,34,58203,0.58
2008,Santa Clara,2,Forcible rape,5,58203,0.09
2008,Santa Clara,3,Murder and non-negligent manslaughter,2,58203,0.03
2008,Santa Clara,4,Robbery,42,58203,0.72
2008,Santa Clara,5,Violent crime total,83,58203,0.36
2008,Los Angeles,1,Aggravated assault,2,13665,0.15
2008,Los Angeles,5,Violent crime total,2,13665,0.04
2008,Butte,1,Aggravated assault,42,26466,1.59
2008,Butte,2,Forcible rape,13,26466,0.49
2008,Butte,3,Murder and non-negligent manslaughter,1,26466,0.04
2008,Butte,4,Robbery,7,26466,0.26
2008,Butte,5,Violent crime total,63,26466,0.59
2008,Los Angeles,1,Aggravated assault,188,55636,3.38
2008,Los Angeles,2,Forcible rape,14,55636,0.25
2008,Los Angeles,3,Murder and non-negligent manslaughter,5,55636,0.09
2008,Los Angeles,4,Robbery,189,55636,3.4
2008,Los Angeles,5,Violent crime total,396,55636,1.78
2008,Fresno,1,Aggravated assault,106,13443,7.89
2008,Fresno,2,Forcible rape,6,13443,0.45
2008,Fresno,3,Murder and non-negligent manslaughter,2,13443,0.15
2008,Fresno,4,Robbery,18,13443,1.34
2008,Fresno,5,Violent crime total,132,13443,2.46
2008,Los Angeles,1,Aggravated assault,337,144545,2.33
2008,Los Angeles,2,Forcible rape,21,144545,0.15
2008,Los Angeles,3,Murder and non-negligent manslaughter,3,144545,0.02
2008,Los Angeles,4,Robbery,260,144545,1.8
2008,Los Angeles,5,Violent crime total,621,144545,1.07
2008,Stanislaus,1,Aggravated assault,31,20338,1.52
2008,Stanislaus,2,Forcible rape,4,20338,0.2
2008,Stanislaus,4,Robbery,20,20338,0.98
2008,Stanislaus,5,Violent crime total,55,20338,0.68
2008,Riverside,1,Aggravated assault,119,56285,2.11
2008,Riverside,2,Forcible rape,14,56285,0.25
2008,Riverside,3,Murder and non-negligent manslaughter,3,56285,0.05
2008,Riverside,4,Robbery,121,56285,2.15
2008,Riverside,5,Violent crime total,257,56285,1.14
2008,Sonoma,1,Aggravated assault,164,54454,3.01
2008,Sonoma,2,Forcible rape,20,54454,0.37
2008,Sonoma,4,Robbery,29,54454,0.53
2008,Sonoma,5,Violent crime total,213,54454,0.98
2008,Los Angeles,1,Aggravated assault,129,63399,2.03
2008,Los Angeles,2,Forcible rape,14,63399,0.22
2008,Los Angeles,3,Murder and non-negligent manslaughter,2,63399,0.03
2008,Los Angeles,4,Robbery,102,63399,1.61
2008,Los Angeles,5,Violent crime total,247,63399,0.97
2008,Alameda,4,Robbery,4,10417,0.38
2008,Alameda,5,Violent crime total,4,10417,0.1
2008,Contra Costa,1,Aggravated assault,88,18643,4.72
2008,Contra Costa,2,Forcible rape,6,18643,0.32
2008,Contra Costa,3,Murder and non-negligent manslaughter,4,18643,0.21
2008,Contra Costa,4,Robbery,54,18643,2.9
2008,Contra Costa,5,Violent crime total,152,18643,2.04
2008,San Luis Obispo,1,Aggravated assault,17,8506,2.0
2008,San Luis Obispo,2,Forcible rape,2,8506,0.24
2008,San Luis Obispo,4,Robbery,6,8506,0.71
2008,San Luis Obispo,5,Violent crime total,25,8506,0.73
2008,Contra Costa,1,Aggravated assault,68,63227,1.08
2008,Contra Costa,2,Forcible rape,3,63227,0.05
2008,Contra Costa,3,Murder and non-negligent manslaughter,3,63227,0.05
2008,Contra Costa,4,Robbery,130,63227,2.06
2008,Contra Costa,5,Violent crime total,204,63227,0.81
2008,Orange,1,Aggravated assault,74,50043,1.48
2008,Orange,2,Forcible rape,4,50043,0.08
2008,Orange,3,Murder and non-negligent manslaughter,1,50043,0.02
2008,Orange,4,Robbery,29,50043,0.58
2008,Orange,5,Violent crime total,108,50043,0.54
2008,El Dorado,1,Aggravated assault,53,9929,5.34
2008,El Dorado,2,Forcible rape,1,9929,0.1
2008,El Dorado,4,Robbery,8,9929,0.81
2008,El Dorado,5,Violent crime total,62,9929,1.56
2008,Contra Costa,1,Aggravated assault,61,32664,1.87
2008,Contra Costa,2,Forcible rape,4,32664,0.12
2008,Contra Costa,4,Robbery,50,32664,1.53
2008,Contra Costa,5,Violent crime total,115,32664,0.88
2008,Alameda,1,Aggravated assault,47,66829,0.7
2008,Alameda,2,Forcible rape,6,66829,0.09
2008,Alameda,4,Robbery,22,66829,0.33
2008,Alameda,5,Violent crime total,75,66829,0.28
2008,Los Angeles,1,Aggravated assault,638,153201,4.16
2008,Los Angeles,2,Forcible rape,37,153201,0.24
2008,Los Angeles,3,Murder and non-negligent manslaughter,20,153201,0.13
2008,Los Angeles,4,Robbery,463,153201,3.02
2008,Los Angeles,5,Violent crime total,1158,153201,1.89
2008,Tulare,1,Aggravated assault,212,52308,4.05
2008,Tulare,2,Forcible rape,7,52308,0.13
2008,Tulare,3,Murder and non-negligent manslaughter,1,52308,0.02
2008,Tulare,4,Robbery,63,52308,1.2
2008,Tulare,5,Violent crime total,283,52308,1.35
2008,Ventura,1,Aggravated assault,52,21497,2.42
2008,Ventura,2,Forcible rape,5,21497,0.23
2008,Ventura,3,Murder and non-negligent manslaughter,2,21497,0.09
2008,Ventura,4,Robbery,23,21497,1.07
2008,Ventura,5,Violent crime total,82,21497,0.95
2008,San Diego,1,Aggravated assault,67,48772,1.37
2008,San Diego,2,Forcible rape,8,48772,0.16
2008,San Diego,4,Robbery,20,48772,0.41
2008,San Diego,5,Violent crime total,95,48772,0.49
2008,San Bernardino,1,Aggravated assault,228,176307,1.29
2008,San Bernardino,2,Forcible rape,17,176307,0.1
2008,San Bernardino,3,Murder and non-negligent manslaughter,2,176307,0.01
2008,San Bernardino,4,Robbery,148,176307,0.84
2008,San Bernardino,5,Violent crime total,395,176307,0.56
2008,Riverside,1,Aggravated assault,1,17220,0.06
2008,Riverside,2,Forcible rape,3,17220,0.17
2008,Riverside,3,Murder and non-negligent manslaughter,1,17220,0.06
2008,Riverside,4,Robbery,9,17220,0.52
2008,Riverside,5,Violent crime total,14,17220,0.2
2008,Los Angeles,1,Aggravated assault,26,41410,0.63
2008,Los Angeles,2,Forcible rape,1,41410,0.02
2008,Los Angeles,4,Robbery,13,41410,0.31
2008,Los Angeles,5,Violent crime total,40,41410,0.24
2008,Orange,1,Aggravated assault,18,49936,0.36
2008,Orange,2,Forcible rape,2,49936,0.04
2008,Orange,4,Robbery,6,49936,0.12
2008,Orange,5,Violent crime total,26,49936,0.13
2008,Tehama,1,Aggravated assault,90,14033,6.41
2008,Tehama,2,Forcible rape,10,14033,0.71
2008,Tehama,4,Robbery,13,14033,0.93
2008,Tehama,5,Violent crime total,113,14033,2.01
2008,Shasta,1,Aggravated assault,471,90881,5.18
2008,Shasta,2,Forcible rape,86,90881,0.95
2008,Shasta,3,Murder and non-negligent manslaughter,3,90881,0.03
2008,Shasta,4,Robbery,75,90881,0.83
2008,Shasta,5,Violent crime total,635,90881,1.75
2008,San Bernardino,1,Aggravated assault,122,70730,1.72
2008,San Bernardino,2,Forcible rape,19,70730,0.27
2008,San Bernardino,3,Murder and non-negligent manslaughter,1,70730,0.01
2008,San Bernardino,4,Robbery,111,70730,1.57
2008,San Bernardino,5,Violent crime total,253,70730,0.9
2008,Los Angeles,1,Aggravated assault,96,67469,1.42
2008,Los Angeles,2,Forcible rape,12,67469,0.18
2008,Los Angeles,4,Robbery,78,67469,1.16
2008,Los Angeles,5,Violent crime total,186,67469,0.69
2008,San Mateo,1,Aggravated assault,152,73369,2.07
2008,San Mateo,2,Forcible rape,22,73369,0.3
2008,San Mateo,3,Murder and non-negligent manslaughter,1,73369,0.01
2008,San Mateo,4,Robbery,75,73369,1.02
2008,San Mateo,5,Violent crime total,250,73369,0.85
2008,Fresno,1,Aggravated assault,102,23277,4.38
2008,Fresno,2,Forcible rape,10,23277,0.43
2008,Fresno,3,Murder and non-negligent manslaughter,1,23277,0.04
2008,Fresno,4,Robbery,17,23277,0.73
2008,Fresno,5,Violent crime total,130,23277,1.4
2008,San Bernardino,1,Aggravated assault,300,99485,3.02
2008,San Bernardino,2,Forcible rape,17,99485,0.17
2008,San Bernardino,3,Murder and non-negligent manslaughter,11,99485,0.11
2008,San Bernardino,4,Robbery,230,99485,2.31
2008,San Bernardino,5,Violent crime total,558,99485,1.4
2008,Contra Costa,1,Aggravated assault,506,101680,4.98
2008,Contra Costa,2,Forcible rape,37,101680,0.36
2008,Contra Costa,3,Murder and non-negligent manslaughter,27,101680,0.27
2008,Contra Costa,4,Robbery,523,101680,5.14
2008,Contra Costa,5,Violent crime total,1093,101680,2.69
2008,Kern,1,Aggravated assault,89,25539,3.48
2008,Kern,2,Forcible rape,19,25539,0.74
2008,Kern,3,Murder and non-negligent manslaughter,1,25539,0.04
2008,Kern,4,Robbery,13,25539,0.51
2008,Kern,5,Violent crime total,122,25539,1.2
2008,Humboldt,1,Aggravated assault,6,3194,1.88
2008,Humboldt,2,Forcible rape,3,3194,0.94
2008,Humboldt,4,Robbery,2,3194,0.63
2008,Humboldt,5,Violent crime total,11,3194,0.86
2008,Solano,1,Aggravated assault,38,7980,4.76
2008,Solano,2,Forcible rape,1,7980,0.13
2008,Solano,4,Robbery,3,7980,0.38
2008,Solano,5,Violent crime total,42,7980,1.31
2008,San Joaquin,1,Aggravated assault,17,14770,1.15
2008,San Joaquin,4,Robbery,4,14770,0.27
2008,San Joaquin,5,Violent crime total,21,14770,0.35
2008,Stanislaus,1,Aggravated assault,40,21097,1.9
2008,Stanislaus,2,Forcible rape,2,21097,0.09
2008,Stanislaus,4,Robbery,11,21097,0.52
2008,Stanislaus,5,Violent crime total,53,21097,0.63
2008,Riverside,1,Aggravated assault,1068,299384,3.57
2008,Riverside,2,Forcible rape,109,299384,0.36
2008,Riverside,3,Murder and non-negligent manslaughter,19,299384,0.06
2008,Riverside,4,Robbery,726,299384,2.42
2008,Riverside,5,Violent crime total,1922,299384,1.6
2008,Placer,1,Aggravated assault,40,53803,0.74
2008,Placer,2,Forcible rape,13,53803,0.24
2008,Placer,4,Robbery,20,53803,0.37
2008,Placer,5,Violent crime total,73,53803,0.34
2008,Sonoma,1,Aggravated assault,185,40431,4.58
2008,Sonoma,2,Forcible rape,11,40431,0.27
2008,Sonoma,4,Robbery,19,40431,0.47
2008,Sonoma,5,Violent crime total,215,40431,1.33
2008,Los Angeles,1,Aggravated assault,24,7849,3.06
2008,Los Angeles,2,Forcible rape,2,7849,0.25
2008,Los Angeles,4,Robbery,8,7849,1.02
2008,Los Angeles,5,Violent crime total,34,7849,1.08
2008,Los Angeles,1,Aggravated assault,86,54633,1.57
2008,Los Angeles,2,Forcible rape,8,54633,0.15
2008,Los Angeles,3,Murder and non-negligent manslaughter,6,54633,0.11
2008,Los Angeles,4,Robbery,98,54633,1.79
2008,Los Angeles,5,Violent crime total,198,54633,0.91
2008,Placer,1,Aggravated assault,230,112817,2.04
2008,Placer,2,Forcible rape,25,112817,0.22
2008,Placer,4,Robbery,70,112817,0.62
2008,Placer,5,Violent crime total,325,112817,0.72
2008,Sacramento,1,Aggravated assault,2682,467065,5.74
2008,Sacramento,2,Forcible rape,168,467065,0.36
2008,Sacramento,3,Murder and non-negligent manslaughter,49,467065,0.1
2008,Sacramento,4,Robbery,1761,467065,3.77
2008,Sacramento,5,Violent crime total,4660,467065,2.5
2008,Napa,1,Aggravated assault,3,5808,0.52
2008,Napa,5,Violent crime total,3,5808,0.13
2008,Monterey,1,Aggravated assault,650,143520,4.53
2008,Monterey,2,Forcible rape,38,143520,0.26
2008,Monterey,3,Murder and non-negligent manslaughter,25,143520,0.17
2008,Monterey,4,Robbery,337,143520,2.35
2008,Monterey,5,Violent crime total,1050,143520,1.83
2008,Marin,1,Aggravated assault,9,11916,0.76
2008,Marin,2,Forcible rape,1,11916,0.08
2008,Marin,4,Robbery,2,11916,0.17
2008,Marin,5,Violent crime total,12,11916,0.25
2008,San Bernardino,1,Aggravated assault,1198,200617,5.97
2008,San Bernardino,2,Forcible rape,65,200617,0.32
2008,San Bernardino,3,Murder and non-negligent manslaughter,32,200617,0.16
2008,San Bernardino,4,Robbery,779,200617,3.88
2008,San Bernardino,5,Violent crime total,2074,200617,2.58
2008,San Mateo,1,Aggravated assault,75,39999,1.88
2008,San Mateo,3,Murder and non-negligent manslaughter,1,39999,0.03
2008,San Mateo,4,Robbery,44,39999,1.1
2008,San Mateo,5,Violent crime total,120,39999,0.75
2008,Ventura,1,Aggravated assault,216,103483,2.09
2008,Ventura,2,Forcible rape,23,103483,0.22
2008,Ventura,3,Murder and non-negligent manslaughter,2,103483,0.02
2008,Ventura,4,Robbery,156,103483,1.51
2008,Ventura,5,Violent crime total,397,103483,0.96
2008,San Mateo,1,Aggravated assault,12,26922,0.45
2008,San Mateo,2,Forcible rape,3,26922,0.11
2008,San Mateo,4,Robbery,5,26922,0.19
2008,San Mateo,5,Violent crime total,20,26922,0.18
2008,Orange,1,Aggravated assault,51,62719,0.81
2008,Orange,2,Forcible rape,3,62719,0.05
2008,Orange,3,Murder and non-negligent manslaughter,5,62719,0.08
2008,Orange,4,Robbery,15,62719,0.24
2008,Orange,5,Violent crime total,74,62719,0.29
2008,Monterey,1,Aggravated assault,3,379,7.92
2008,Monterey,4,Robbery,1,379,2.64
2008,Monterey,5,Violent crime total,4,379,2.64
2008,San Diego,1,Aggravated assault,3597,1271655,2.83
2008,San Diego,2,Forcible rape,376,1271655,0.3
2008,San Diego,3,Murder and non-negligent manslaughter,55,1271655,0.04
2008,San Diego,4,Robbery,2019,1271655,1.59
2008,San Diego,5,Violent crime total,6047,1271655,1.19
2008,Los Angeles,1,Aggravated assault,53,35289,1.5
2008,Los Angeles,2,Forcible rape,6,35289,0.17
2008,Los Angeles,3,Murder and non-negligent manslaughter,1,35289,0.03
2008,Los Angeles,4,Robbery,20,35289,0.57
2008,Los Angeles,5,Violent crime total,80,35289,0.57
2008,Los Angeles,1,Aggravated assault,59,23842,2.47
2008,Los Angeles,2,Forcible rape,7,23842,0.29
2008,Los Angeles,4,Robbery,44,23842,1.85
2008,Los Angeles,5,Violent crime total,110,23842,1.15
2008,San Francisco,1,Aggravated assault,2372,798144,2.97
2008,San Francisco,2,Forcible rape,166,798144,0.21
2008,San Francisco,3,Murder and non-negligent manslaughter,98,798144,0.12
2008,San Francisco,4,Robbery,4108,798144,5.15
2008,San Francisco,5,Violent crime total,6744,798144,2.11
2008,Los Angeles,1,Aggravated assault,69,40691,1.7
2008,Los Angeles,2,Forcible rape,2,40691,0.05
2008,Los Angeles,3,Murder and non-negligent manslaughter,1,40691,0.02
2008,Los Angeles,4,Robbery,80,40691,1.97
2008,Los Angeles,5,Violent crime total,152,40691,0.94
2008,Fresno,1,Aggravated assault,96,26255,3.66
2008,Fresno,2,Forcible rape,9,26255,0.34
2008,Fresno,4,Robbery,15,26255,0.57
2008,Fresno,5,Violent crime total,120,26255,1.14
2008,Riverside,1,Aggravated assault,107,39358,2.72
2008,Riverside,2,Forcible rape,5,39358,0.13
2008,Riverside,4,Robbery,49,39358,1.24
2008,Riverside,5,Violent crime total,161,39358,1.02
2008,Santa Clara,1,Aggravated assault,2268,945197,2.4
2008,Santa Clara,2,Forcible rape,220,945197,0.23
2008,Santa Clara,3,Murder and non-negligent manslaughter,31,945197,0.03
2008,Santa Clara,4,Robbery,1124,945197,1.19
2008,Santa Clara,5,Violent crime total,3643,945197,0.96
2008,Orange,1,Aggravated assault,44,34713,1.27
2008,Orange,2,Forcible rape,2,34713,0.06
2008,Orange,4,Robbery,16,34713,0.46
2008,Orange,5,Violent crime total,62,34713,0.45
2008,Alameda,1,Aggravated assault,139,77474,1.79
2008,Alameda,2,Forcible rape,17,77474,0.22
2008,Alameda,3,Murder and non-negligent manslaughter,1,77474,0.01
2008,Alameda,4,Robbery,356,77474,4.6
2008,Alameda,5,Violent crime total,513,77474,1.66
2008,San Luis Obispo,1,Aggravated assault,66,43421,1.52
2008,San Luis Obispo,2,Forcible rape,32,43421,0.74
2008,San Luis Obispo,4,Robbery,38,43421,0.88
2008,San Luis Obispo,5,Violent crime total,136,43421,0.78
2008,San Diego,1,Aggravated assault,149,81683,1.82
2008,San Diego,2,Forcible rape,8,81683,0.1
2008,San Diego,3,Murder and non-negligent manslaughter,1,81683,0.01
2008,San Diego,4,Robbery,55,81683,0.67
2008,San Diego,5,Violent crime total,213,81683,0.65
2008,Los Angeles,1,Aggravated assault,13,12902,1.01
2008,Los Angeles,4,Robbery,6,12902,0.47
2008,Los Angeles,5,Violent crime total,19,12902,0.37
2008,San Mateo,1,Aggravated assault,213,91650,2.32
2008,San Mateo,2,Forcible rape,28,91650,0.31
2008,San Mateo,3,Murder and non-negligent manslaughter,1,91650,0.01
2008,San Mateo,4,Robbery,118,91650,1.29
2008,San Mateo,5,Violent crime total,360,91650,0.98
2008,Contra Costa,1,Aggravated assault,163,30736,5.3
2008,Contra Costa,2,Forcible rape,13,30736,0.42
2008,Contra Costa,3,Murder and non-negligent manslaughter,7,30736,0.23
2008,Contra Costa,4,Robbery,140,30736,4.55
2008,Contra Costa,5,Violent crime total,323,30736,2.63
2008,Marin,1,Aggravated assault,109,55589,1.96
2008,Marin,2,Forcible rape,13,55589,0.23
2008,Marin,3,Murder and non-negligent manslaughter,2,55589,0.04
2008,Marin,4,Robbery,78,55589,1.4
2008,Marin,5,Violent crime total,202,55589,0.91
2008,Contra Costa,1,Aggravated assault,34,49457,0.69
2008,Contra Costa,2,Forcible rape,4,49457,0.08
2008,Contra Costa,3,Murder and non-negligent manslaughter,1,49457,0.02
2008,Contra Costa,4,Robbery,15,49457,0.3
2008,Contra Costa,5,Violent crime total,54,49457,0.27
2008,Orange,1,Aggravated assault,788,339674,2.32
2008,Orange,2,Forcible rape,66,339674,0.19
2008,Orange,3,Murder and non-negligent manslaughter,30,339674,0.09
2008,Orange,4,Robbery,842,339674,2.48
2008,Orange,5,Violent crime total,1726,339674,1.27
2008,Santa Barbara,1,Aggravated assault,347,85791,4.04
2008,Santa Barbara,2,Forcible rape,26,85791,0.3
2008,Santa Barbara,3,Murder and non-negligent manslaughter,2,85791,0.02
2008,Santa Barbara,4,Robbery,117,85791,1.36
2008,Santa Barbara,5,Violent crime total,492,85791,1.43
2008,Santa Clara,1,Aggravated assault,124,110712,1.12
2008,Santa Clara,2,Forcible rape,20,110712,0.18
2008,Santa Clara,3,Murder and non-negligent manslaughter,4,110712,0.04
2008,Santa Clara,4,Robbery,83,110712,0.75
2008,Santa Clara,5,Violent crime total,231,110712,0.52
2008,Los Angeles,1,Aggravated assault,268,171821,1.56
2008,Los Angeles,2,Forcible rape,19,171821,0.11
2008,Los Angeles,3,Murder and non-negligent manslaughter,2,171821,0.01
2008,Los Angeles,4,Robbery,128,171821,0.74
2008,Los Angeles,5,Violent crime total,417,171821,0.61
2008,Santa Cruz,1,Aggravated assault,313,55255,5.66
2008,Santa Cruz,2,Forcible rape,19,55255,0.34
2008,Santa Cruz,3,Murder and non-negligent manslaughter,2,55255,0.04
2008,Santa Cruz,4,Robbery,112,55255,2.03
2008,Santa Cruz,5,Violent crime total,446,55255,2.02
2008,Los Angeles,1,Aggravated assault,50,17145,2.92
2008,Los Angeles,2,Forcible rape,7,17145,0.41
2008,Los Angeles,3,Murder and non-negligent manslaughter,1,17145,0.06
2008,Los Angeles,4,Robbery,65,17145,3.79
2008,Los Angeles,5,Violent crime total,123,17145,1.79
2008,Santa Barbara,1,Aggravated assault,456,86744,5.26
2008,Santa Barbara,2,Forcible rape,57,86744,0.66
